MQ_rankings:
       gene  traj       <Q>  MisfoldingProp  num_frames  num_misfolded_frames  Folded
19893  1823.325039  24310  278  294  0.85682  1.0       +255 -0.02353 -0.0               0  GainChiral    NoChange   0.81141  99.00000               1               1    4
19894  1823.325039  24310  278  295  1.01566  1.0       +255 -0.01889 -0.0               0  GainChiral    NoChange   0.94490  99.00000               1               1    4
19895  1823.325039  24310  278  296  0.97310  1.0       +255 -0.00986 -0.0               0  GainChiral    NoChange   1.02228  99.00000               1               1    4
19896  1823.325039  24310  278  297  1.08658  1.0       +255  0.00177  0.0               0  GainChiral    NoChange   1.04336  99.00000               1               1    4
19897  1823.325039  24310  279  294  0.74603  1.0       +255 -0.01513 -0.0               0  GainChiral    NoChange   0.82250  99.00000               1               1    4
19898  1823.325039  24310  279  295  0.90618  1.0       +255 -0.01161 -0.0               0  GainChiral    NoChange   0.95525  99.00000               1               1    4
19899  1823.325039  24310  279  296  0.86336  1.0       +255 -0.00094 -0.0               0  GainChiral    NoChange   1.03206  99.00000               1               1    4
19900  1823.325039  24310  279  297  0.98237  1.0       +255  0.01072  0.0               0  GainChiral    NoChange   1.04958  99.00000               1               1    4
19901  1823.325039  24310  280  293  0.65237  1.0       +255 -0.01746 -0.0               0  GainChiral    NoChange   0.58434  99.00000               1               1    4
19902  1823.325039  24310  280  294  0.78859  1.0       +255 -0.00858 -0.0               0  GainChiral    NoChange   0.87854  99.00000               1               1    4
19903  1823.325039  24310  280  295  0.94606  1.0       +255 -0.00546 -0.0               0  GainChiral    NoChange   1.01099  99.00000               1               1    4
19904  1823.325039  24310  281  295  0.74727  1.0       +255  0.00303  0.0               0  GainChiral    NoChange   0.92953  99.00000               1               1    4
tag: P37747_1I8T_A
python src/data/backmap.py --aa_pdb ../Rebuild_AllAtom_structures/data/post_rebuilt/P37747_1I8T_A_rebuilt.pdb --cg_pdb ./highQ_Misfoled_Candidates/P37747_t43_f-2357_Q0.994.pdb -p 1

####################################################################################################
LOSS P37747 7
Qfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Trajectory_Analysis/P37747_1I8T_A/Q/P37747_1I8T_A_t7.Q
(2600,) 930 0.9783950617283952 1670 0.9783950617283952
dcdfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P37747_1I8T_A/Quenching/P37747_1I8T_A_t7_quench.dcd
psffile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P37747_1I8T_A/setup/P37747_1I8T_A_rebuilt_clean_ca.psf
Frame -1670 successfully saved to ./highQ_Misfoled_Candidates/P37747_t7_f-1670_Q0.978.pdb.
frame: 24997
frame_EntInfo:
         Time(ns)  Frame    i    j       gn   Gn crossingsN       gc   Gc      crossingsC NchangeType CchangeType  delta_gn  delta_gc  len_crossingsN  len_crossingsC  cID
63640  1874.85004  24997   47  281  0.42519  0.0        +29 -0.77515 -1.0       -294,-308    NoChange        Loss  99.00000   1.00691               1               2    2
63641  1874.85004  24997   47  282  0.43715  0.0        +30 -0.78649 -1.0       -294,-309    NoChange        Loss  99.00000   0.99421               1               2    2
63642  1874.85004  24997   48  281  0.45563  0.0        +30 -0.76616 -1.0       -294,-309    NoChange        Loss  99.00000   1.01441               1               2    2
63643  1874.85004  24997   48  282  0.46709  0.0        +31 -0.78177 -1.0       -293,-309    NoChange        Loss  99.00000   0.99784               1               2    2
63644  1874.85004  24997   49  281  0.55151  0.0        +29 -0.76872 -1.0       -294,-309    NoChange        Loss  99.00000   1.01213               1               2    2
63645  1874.85004  24997   49  282  0.57361  0.0        +31 -0.77941 -1.0       -294,-309    NoChange        Loss  99.00000   0.99645               1               2    2
63646  1874.85004  24997   50  281  0.57520  0.0        +30 -0.80456 -1.0       -295,-309    NoChange        Loss  99.00000   1.00607               1               2    2
63647  1874.85004  24997   53  279  0.52928  0.0        +30 -0.75790 -1.0       -294,-308    NoChange        Loss  99.00000   0.99600               1               2    2
63648  1874.85004  24997   54  265  0.44079  0.0          0 -0.05692 -0.0  +279,-294,-309    NoChange  LossChiral  99.00000   1.04623               1               3    4
63649  1874.85004  24997   54  279  0.43539  0.0        +29 -0.79837 -1.0       -294,-309    NoChange        Loss  99.00000   1.01000               1               2    2
63650  1874.85004  24997   75  285 -0.29663 -0.0    +31,-56 -1.01988 -1.0       -293,-309    NoChange        Loss  99.00000   0.80047               2               2    3
63651  1874.85004  24997   77  284 -0.37458 -0.0    +31,-56 -1.02277 -1.0       -295,-309    NoChange        Loss  99.00000   0.94019               2               2    3
63652  1874.85004  24997   77  285 -0.38424 -0.0    +30,-56 -1.06293 -1.0       -294,-309    NoChange        Loss  99.00000   0.79050               2               2    3
63653  1874.85004  24997   79  264 -0.37793 -0.0          0 -0.13506 -0.0  +278,-293,-309    NoChange  LossChiral  99.00000   1.06470               1               3    4
63654  1874.85004  24997   79  265 -0.34959 -0.0          0 -0.03922 -0.0  +279,-294,-309    NoChange  LossChiral  99.00000   1.06424               1               3    4
63655  1874.85004  24997   81  263 -0.50544 -0.0          0 -0.27549 -0.0  +278,-295,-309    NoChange  LossChiral  99.00000   1.05737               1               3    4
63656  1874.85004  24997   81  265 -0.48260 -0.0          0 -0.07378 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.03829               1               3    4
63657  1874.85004  24997   81  266 -0.46657 -0.0          0 -0.06595 -0.0  +278,-294,-310    NoChange  LossChiral  99.00000   1.04769               1               3    4
63658  1874.85004  24997   81  267 -0.45305 -0.0          0 -0.04065 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.04862               1               3    4
63659  1874.85004  24997   82  265 -0.57633 -0.0          0 -0.06339 -0.0  +278,-295,-309    NoChange  LossChiral  99.00000   1.03991               1               3    4
63660  1874.85004  24997   82  266 -0.55989 -0.0          0 -0.05817 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.04899               1               3    4
63661  1874.85004  24997   82  267 -0.54588 -0.0          0 -0.03535 -0.0  +278,-295,-309    NoChange  LossChiral  99.00000   1.04975               1               3    4
63662  1874.85004  24997   83  267 -0.59006 -0.0          0 -0.06194 -0.0  +278,-295,-309    NoChange  LossChiral  99.00000   1.04714               1               3    4
63663  1874.85004  24997   83  268 -0.59599 -0.0          0 -0.07120 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.04223               1               3    4
63664  1874.85004  24997   83  269 -0.58438 -0.0          0 -0.08162 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.05403               1               3    4
63665  1874.85004  24997   84  266 -0.64134 -1.0    +29,-56 -0.06842 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.04622               2               3    1
63666  1874.85004  24997   84  267 -0.62527 -1.0    +31,-56 -0.05154 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.04647               2               3    1
63667  1874.85004  24997   84  268 -0.63104 -1.0    +31,-56 -0.06403 -0.0  +278,-295,-309    NoChange  LossChiral  99.00000   1.04051               2               3    1
63668  1874.85004  24997   84  269 -0.61905 -1.0    +29,-56 -0.07630 -0.0  +278,-293,-309    NoChange  LossChiral  99.00000   1.05441               2               3    1
63669  1874.85004  24997   84  270 -0.62370 -1.0    +30,-56 -0.15418 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.06431               2               3    1
63670  1874.85004  24997   85  268 -0.64254 -1.0    +30,-56 -0.09142 -0.0  +278,-295,-309    NoChange  LossChiral  99.00000   1.03890               2               3    1
63671  1874.85004  24997   85  269 -0.62852 -1.0    +31,-56 -0.09874 -0.0  +278,-295,-308    NoChange  LossChiral  99.00000   1.05482               2               3    1
63672  1874.85004  24997   85  270 -0.63420 -1.0    +30,-56 -0.17021 -0.0  +278,-295,-309    NoChange  LossChiral  99.00000   1.06308               2               3    1
63673  1874.85004  24997   86  270 -0.68471 -1.0    +31,-56 -0.16750 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.06920               2               3    1
63674  1874.85004  24997  145  269 -0.41672 -0.0          0 -0.12867 -0.0  +279,-293,-308    NoChange  LossChiral  99.00000   1.06161               1               3    4
63675  1874.85004  24997  145  270 -0.44141 -0.0          0 -0.20710 -0.0  +279,-294,-308    NoChange  LossChiral  99.00000   1.07212               1               3    4
63676  1874.85004  24997  146  269 -0.45148 -0.0          0 -0.11792 -0.0  +279,-293,-308    NoChange  LossChiral  99.00000   1.06282               1               3    4
63677  1874.85004  24997  147  269 -0.51079 -0.0          0 -0.13429 -0.0  +279,-294,-308    NoChange  LossChiral  99.00000   1.06221               1               3    4
63678  1874.85004  24997  148  269 -0.51076 -0.0          0 -0.15728 -0.0  +279,-293,-308    NoChange  LossChiral  99.00000   1.06494               1               3    4
63679  1874.85004  24997  149  269 -0.45743 -0.0          0 -0.15904 -0.0  +279,-293,-308    NoChange  LossChiral  99.00000   1.06661               1               3    4
63680  1874.85004  24997  149  270 -0.48673 -0.0          0 -0.23506 -0.0  +278,-295,-309    NoChange  LossChiral  99.00000   1.07517               1               3    4
63681  1874.85004  24997  149  271 -0.48318 -0.0          0 -0.25703 -0.0  +278,-294,-308    NoChange  LossChiral  99.00000   1.06286               1               3    4
63682  1874.85004  24997  150  267 -0.51511 -0.0          0 -0.13131 -0.0  +279,-293,-309    NoChange  LossChiral  99.00000   1.05793               1               3    4
63683  1874.85004  24997  150  268 -0.54534 -0.0          0 -0.13733 -0.0  +278,-294,-308    NoChange  LossChiral  99.00000   1.05128               1               3    4
63684  1874.85004  24997  150  269 -0.47212 -0.0          0 -0.13989 -0.0  +279,-293,-308    NoChange  LossChiral  99.00000   1.06339               1               3    4
63685  1874.85004  24997  150  270 -0.49018 -0.0          0 -0.21375 -0.0  +279,-293,-308    NoChange  LossChiral  99.00000   1.07170               1               3    4
63686  1874.85004  24997  150  276 -0.48552 -0.0    +29,-56 -0.65621 -1.0       -293,-308    NoChange        Loss  99.00000   1.09652               2               2    3
63687  1874.85004  24997  153  276 -0.54259 -0.0    +29,-56 -0.69371 -1.0       -293,-308    NoChange        Loss  99.00000   1.09790               2               2    3
63688  1874.85004  24997  154  276 -0.61647 -1.0    +29,-56 -0.63895 -1.0       -293,-308    NoChange        Loss  99.00000   1.09066               2               2    0
63689  1874.85004  24997  188  284 -0.31436 -0.0    +30,-52 -0.96417 -1.0       -293,-307    NoChange        Loss  99.00000   0.94764               2               2    3
63690  1874.85004  24997  188  285 -0.37162 -0.0    +31,-52 -1.00353 -1.0       -293,-307    NoChange        Loss  99.00000   0.79893               2               2    3
63691  1874.85004  24997  274  298  1.06504  1.0       +255 -0.00885 -0.0               0  GainChiral    NoChange   1.02437  99.00000               1               1    5
63692  1874.85004  24997  275  296  0.99869  1.0       +255 -0.03435 -0.0               0  GainChiral    NoChange   1.01450  99.00000               1               1    5
63693  1874.85004  24997  275  297  1.09555  1.0       +255 -0.02214 -0.0               0  GainChiral    NoChange   1.02562  99.00000               1               1    5
63694  1874.85004  24997  275  298  0.98887  1.0       +255 -0.00449 -0.0               0  GainChiral    NoChange   1.02007  99.00000               1               1    5
63695  1874.85004  24997  275  299  1.05189  1.0       +255  0.00745  0.0               0  GainChiral    NoChange   1.05665  99.00000               1               1    5
63696  1874.85004  24997  276  297  0.97637  1.0       +255 -0.02515 -0.0               0  GainChiral    NoChange   1.04124  99.00000               1               1    5
63697  1874.85004  24997  276  298  0.86952  1.0       +255 -0.00585 -0.0               0  GainChiral    NoChange   1.03635  99.00000               1               1    5
63698  1874.85004  24997  276  299  0.93791  1.0       +255  0.00893  0.0               0  GainChiral    NoChange   1.07300  99.00000               1               1    5
63699  1874.85004  24997  277  296  0.85504  1.0       +255 -0.02214 -0.0               0  GainChiral    NoChange   0.99788  99.00000               1               1    5
63700  1874.85004  24997  277  297  0.95862  1.0       +255 -0.00700 -0.0               0  GainChiral    NoChange   1.00823  99.00000               1               1    5
63701  1874.85004  24997  277  298  0.85601  1.0       +255  0.01501  0.0               0  GainChiral    NoChange   1.00156  99.00000               1               1    5
63702  1874.85004  24997  278  294  0.88743  1.0       +255 -0.02841 -0.0               0  GainChiral    NoChange   0.84202  99.00000               1               1    5
63703  1874.85004  24997  278  295  1.03637  1.0       +255 -0.02434 -0.0               0  GainChiral    NoChange   0.96561  99.00000               1               1    5
63704  1874.85004  24997  278  296  0.97128  1.0       +255 -0.00832 -0.0               0  GainChiral    NoChange   1.02046  99.00000               1               1    5
63705  1874.85004  24997  278  297  1.07408  1.0       +255  0.00769  0.0               0  GainChiral    NoChange   1.03086  99.00000               1               1    5
63706  1874.85004  24997  279  294  0.80539  1.0       +255 -0.01570 -0.0               0  GainChiral    NoChange   0.88186  99.00000               1               1    5
63707  1874.85004  24997  279  295  0.95698  1.0       +255 -0.01004 -0.0               0  GainChiral    NoChange   1.00605  99.00000               1               1    5
63708  1874.85004  24997  279  296  0.89272  1.0       +255  0.00488  0.0               0  GainChiral    NoChange   1.06142  99.00000               1               1    5
63709  1874.85004  24997  280  292  0.70423  1.0       +256 -0.01875 -0.0               0  GainChiral    NoChange   0.63392  99.00000               1               1    5
63710  1874.85004  24997  280  293  0.72907  1.0       +255 -0.01895 -0.0               0  GainChiral    NoChange   0.66104  99.00000               1               1    5
63711  1874.85004  24997  280  294  0.84483  1.0       +255 -0.00855 -0.0               0  GainChiral    NoChange   0.93478  99.00000               1               1    5
63712  1874.85004  24997  280  295  0.99326  1.0       +255 -0.00331 -0.0               0  GainChiral    NoChange   1.05819  99.00000               1               1    5
63713  1874.85004  24997  281  294  0.66859  1.0       +255  0.00164  0.0               0  GainChiral    NoChange   0.87013  99.00000               1               1    5
63714  1874.85004  24997  281  295  0.81089  1.0       +255  0.00824  0.0               0  GainChiral    NoChange   0.99315  99.00000               1               1    5
tag: P37747_1I8T_A
python src/data/backmap.py --aa_pdb ../Rebuild_AllAtom_structures/data/post_rebuilt/P37747_1I8T_A_rebuilt.pdb --cg_pdb ./highQ_Misfoled_Candidates/P37747_t7_f-1670_Q0.978.pdb -p 1

####################################################################################################
LOSS P37747 41
Qfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Trajectory_Analysis/P37747_1I8T_A/Q/P37747_1I8T_A_t41.Q
(2600,) 1056 0.9814814814814816 1544 0.9814814814814816
dcdfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P37747_1I8T_A/Quenching/P37747_1I8T_A_t41_quench.dcd
psffile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P37747_1I8T_A/setup/P37747_1I8T_A_rebuilt_clean_ca.psf
Frame -1544 successfully saved to ./highQ_Misfoled_Candidates/P37747_t41_f-1544_Q0.981.pdb.
frame: 25123
frame_EntInfo:
         Time(ns)  Frame    i    j       gn   Gn crossingsN       gc   Gc      crossingsC NchangeType CchangeType  delta_gn  delta_gc  len_crossingsN  len_crossingsC  cID
70769  1884.30004  25123   47  281  0.44585  0.0        +30 -0.75249 -1.0       -294,-308    NoChange        Loss  99.00000   1.02957               1               2    2
70770  1884.30004  25123   47  282  0.45350  0.0        +30 -0.74663 -1.0       -294,-309    NoChange        Loss  99.00000   1.03407               1               2    2
70771  1884.30004  25123   48  281  0.46497  0.0        +30 -0.74253 -1.0       -294,-309    NoChange        Loss  99.00000   1.03804               1               2    2
70772  1884.30004  25123   48  282  0.47222  0.0        +30 -0.74084 -1.0       -293,-309    NoChange        Loss  99.00000   1.03877               1               2    2
70773  1884.30004  25123   49  281  0.57280  0.0        +30 -0.75313 -1.0       -294,-309    NoChange        Loss  99.00000   1.02772               1               2    2
70774  1884.30004  25123   54  265  0.44949  0.0          0 -0.02782 -0.0  +279,-294,-309    NoChange  LossChiral  99.00000   1.07533               1               3    4
70775  1884.30004  25123   54  279  0.44664  0.0        +30 -0.76254 -1.0       -294,-309    NoChange        Loss  99.00000   1.04583               1               2    2
70776  1884.30004  25123   75  285 -0.30660 -0.0    +30,-56 -1.00739 -1.0       -293,-309    NoChange        Loss  99.00000   0.81296               2               2    3
70777  1884.30004  25123   77  284 -0.36529 -0.0    +30,-56 -0.98102 -1.0       -295,-309    NoChange        Loss  99.00000   0.98194               2               2    3
70778  1884.30004  25123   77  285 -0.40227 -0.0    +29,-56 -1.05545 -1.0       -294,-309    NoChange        Loss  99.00000   0.79798               2               2    3
70779  1884.30004  25123   80  265 -0.47238 -0.0          0 -0.03778 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.06649               1               3    4
70780  1884.30004  25123   81  263 -0.58617 -0.0          0 -0.25394 -0.0  +278,-295,-309    NoChange  LossChiral  99.00000   1.07892               1               3    4
70781  1884.30004  25123   81  264 -0.59999 -0.0          0 -0.14083 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.06738               1               3    4
70782  1884.30004  25123   81  265 -0.57568 -0.0          0 -0.03534 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.07673               1               3    4
70783  1884.30004  25123   81  266 -0.55806 -0.0          0 -0.02273 -0.0  +278,-294,-310    NoChange  LossChiral  99.00000   1.09091               1               3    4
70784  1884.30004  25123   81  267 -0.54323 -0.0          0 -0.01617 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.07310               1               3    4
70785  1884.30004  25123   82  263 -0.66168 -1.0    +30,-56 -0.24305 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.07899               2               3    1
70786  1884.30004  25123   84  266 -0.78431 -1.0    +30,-56 -0.02824 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.08640               2               3    1
70787  1884.30004  25123   84  267 -0.76732 -1.0    +29,-56 -0.02882 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.06919               2               3    1
70788  1884.30004  25123   84  268 -0.76874 -1.0    +30,-56 -0.00002 -0.0  +278,-295,-309    NoChange  LossChiral  99.00000   1.10452               2               3    1
70789  1884.30004  25123   84  269 -0.76198 -1.0    +30,-56 -0.02798 -0.0  +278,-293,-309    NoChange  LossChiral  99.00000   1.10273               2               3    1
70790  1884.30004  25123   84  270 -0.76892 -1.0    +30,-56 -0.13573 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.08276               2               3    1
70791  1884.30004  25123   85  268 -0.71954 -1.0    +30,-56 -0.02584 -0.0  +278,-295,-309    NoChange  LossChiral  99.00000   1.10448               2               3    1
70792  1884.30004  25123   85  269 -0.71020 -1.0    +30,-56 -0.04986 -0.0  +278,-295,-308    NoChange  LossChiral  99.00000   1.10370               2               3    1
70793  1884.30004  25123   85  270 -0.71836 -1.0    +30,-56 -0.14993 -0.0  +278,-295,-309    NoChange  LossChiral  99.00000   1.08336               2               3    1
70794  1884.30004  25123   86  270 -0.72686 -1.0    +30,-56 -0.16170 -0.0  +278,-294,-309    NoChange  LossChiral  99.00000   1.07500               2               3    1
70795  1884.30004  25123  145  269 -0.46362 -0.0          0 -0.08345 -0.0  +279,-293,-308    NoChange  LossChiral  99.00000   1.10683               1               3    4
70796  1884.30004  25123  146  269 -0.50305 -0.0          0 -0.07540 -0.0  +279,-293,-308    NoChange  LossChiral  99.00000   1.10534               1               3    4
70797  1884.30004  25123  147  269 -0.52549 -0.0          0 -0.08907 -0.0  +279,-294,-308    NoChange  LossChiral  99.00000   1.10743               1               3    4
70798  1884.30004  25123  148  269 -0.52647 -0.0          0 -0.11317 -0.0  +279,-293,-308    NoChange  LossChiral  99.00000   1.10905               1               3    4
70799  1884.30004  25123  149  269 -0.48735 -0.0          0 -0.10969 -0.0  +279,-293,-308    NoChange  LossChiral  99.00000   1.11596               1               3    4
70800  1884.30004  25123  149  270 -0.55353 -0.0          0 -0.21173 -0.0  +278,-295,-309    NoChange  LossChiral  99.00000   1.09850               1               3    4
70801  1884.30004  25123  149  271 -0.54929 -0.0          0 -0.23476 -0.0  +278,-294,-308    NoChange  LossChiral  99.00000   1.08513               1               3    4
70802  1884.30004  25123  150  267 -0.55532 -0.0          0 -0.11166 -0.0  +279,-293,-309    NoChange  LossChiral  99.00000   1.07758               1               3    4
70803  1884.30004  25123  150  268 -0.54658 -0.0          0 -0.07921 -0.0  +278,-294,-308    NoChange  LossChiral  99.00000   1.10940               1               3    4
70804  1884.30004  25123  150  269 -0.50066 -0.0          0 -0.09424 -0.0  +279,-293,-308    NoChange  LossChiral  99.00000   1.10904               1               3    4
70805  1884.30004  25123  150  270 -0.55598 -0.0          0 -0.19447 -0.0  +279,-293,-308    NoChange  LossChiral  99.00000   1.09098               1               3    4
70806  1884.30004  25123  150  271 -0.55149 -0.0          0 -0.21115 -0.0  +279,-293,-308    NoChange  LossChiral  99.00000   1.07893               1               3    4
70807  1884.30004  25123  150  276 -0.53174 -0.0    +30,-56 -0.70126 -1.0       -293,-308    NoChange        Loss  99.00000   1.05147               2               2    3
70808  1884.30004  25123  152  271 -0.66817 -1.0    +29,-56 -0.26036 -0.0  +278,-294,-308    NoChange  LossChiral  99.00000   1.07396               2               3    1
70809  1884.30004  25123  153  276 -0.59225 -0.0    +30,-56 -0.75104 -1.0       -293,-308    NoChange        Loss  99.00000   1.04057               2               2    3
70810  1884.30004  25123  154  276 -0.65579 -1.0    +30,-56 -0.73034 -1.0       -293,-308    NoChange        Loss  99.00000   0.99927               2               2    0
70811  1884.30004  25123  188  284 -0.35017 -0.0    +29,-51 -0.92946 -1.0       -293,-307    NoChange        Loss  99.00000   0.98235               2               2    3
70812  1884.30004  25123  188  285 -0.39474 -0.0    +29,-51 -1.00355 -1.0       -293,-307    NoChange        Loss  99.00000   0.79891               2               2    3
70813  1884.30004  25123  274  298  1.12727  1.0       +255  0.00029  0.0               0  GainChiral    NoChange   1.08660  99.00000               1               1    5
70814  1884.30004  25123  275  296  0.96203  1.0       +255 -0.03272 -0.0               0  GainChiral    NoChange   0.97784  99.00000               1               1    5
70815  1884.30004  25123  275  297  1.09853  1.0       +255 -0.01943 -0.0               0  GainChiral    NoChange   1.02860  99.00000               1               1    5
70816  1884.30004  25123  275  298  1.04206  1.0       +255  0.00189  0.0               0  GainChiral    NoChange   1.07326  99.00000               1               1    5
70817  1884.30004  25123  275  299  1.06196  1.0       +255  0.02802  0.0               0  GainChiral    NoChange   1.06672  99.00000               1               1    5
70818  1884.30004  25123  276  296  0.79906  1.0       +255 -0.03991 -0.0               0  GainChiral    NoChange   0.95414  99.00000               1               1    5
70819  1884.30004  25123  276  297  0.94026  1.0       +255 -0.02606 -0.0               0  GainChiral    NoChange   1.00513  99.00000               1               1    5
70820  1884.30004  25123  276  298  0.88508  1.0       +255 -0.00483 -0.0               0  GainChiral    NoChange   1.05191  99.00000               1               1    5
70821  1884.30004  25123  276  299  0.91022  1.0       +255  0.02351  0.0               0  GainChiral    NoChange   1.04531  99.00000               1               1    5
70822  1884.30004  25123  277  296  0.78666  1.0       +255 -0.02387 -0.0               0  GainChiral    NoChange   0.92950  99.00000               1               1    5
70823  1884.30004  25123  277  297  0.93220  1.0       +255 -0.01031 -0.0               0  GainChiral    NoChange   0.98181  99.00000               1               1    5
70824  1884.30004  25123  277  298  0.88343  1.0       +255  0.01236  0.0               0  GainChiral    NoChange   1.02898  99.00000               1               1    5
70825  1884.30004  25123  278  294  0.83818  1.0       +255 -0.02850 -0.0               0  GainChiral    NoChange   0.79277  99.00000               1               1    5
70826  1884.30004  25123  278  295  0.92510  1.0       +255 -0.02347 -0.0               0  GainChiral    NoChange   0.85434  99.00000               1               1    5
70827  1884.30004  25123  278  296  0.93455  1.0       +255 -0.01154 -0.0               0  GainChiral    NoChange   0.98373  99.00000               1               1    5
70828  1884.30004  25123  278  297  1.07689  1.0       +255  0.00137  0.0               0  GainChiral    NoChange   1.03367  99.00000               1               1    5
70829  1884.30004  25123  279  294  0.75281  1.0       +255 -0.01623 -0.0               0  GainChiral    NoChange   0.82928  99.00000               1               1    5
70830  1884.30004  25123  279  295  0.84330  1.0       +255 -0.01283 -0.0               0  GainChiral    NoChange   0.89237  99.00000               1               1    5
70831  1884.30004  25123  279  296  0.85497  1.0       +255 -0.00024 -0.0               0  GainChiral    NoChange   1.02367  99.00000               1               1    5
70832  1884.30004  25123  280  292  0.65561  1.0       +255 -0.01763 -0.0               0  GainChiral    NoChange   0.58530  99.00000               1               1    5
70833  1884.30004  25123  280  293  0.66171  1.0       +255 -0.01873 -0.0               0  GainChiral    NoChange   0.59368  99.00000               1               1    5
70834  1884.30004  25123  280  294  0.76911  1.0       +255 -0.00657 -0.0               0  GainChiral    NoChange   0.85906  99.00000               1               1    5
70835  1884.30004  25123  280  295  0.85530  1.0       +255 -0.00386 -0.0               0  GainChiral    NoChange   0.92023  99.00000               1               1    5
tag: P37747_1I8T_A
python src/data/backmap.py --aa_pdb ../Rebuild_AllAtom_structures/data/post_rebuilt/P37747_1I8T_A_rebuilt.pdb --cg_pdb ./highQ_Misfoled_Candidates/P37747_t41_f-1544_Q0.981.pdb -p 1

####################################################################################################
LOSS P37747 8
Qfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Trajectory_Analysis/P37747_1I8T_A/Q/P37747_1I8T_A_t8.Q
(2600,) 202 0.9907407407407408 2398 0.9907407407407408
dcdfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P37747_1I8T_A/Quenching/P37747_1I8T_A_t8_quench.dcd
psffile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P37747_1I8T_A/setup/P37747_1I8T_A_rebuilt_clean_ca.psf
Frame -2398 successfully saved to ./highQ_Misfoled_Candidates/P37747_t8_f-2398_Q0.991.pdb.
frame: 24269
frame_EntInfo:
          Time(ns)  Frame    i    j       gn   Gn crossingsN       gc   Gc      crossingsC NchangeType CchangeType  delta_gn  delta_gc  len_crossingsN  len_crossingsC  cID
17434  1820.250039  24269   47  281  0.45406  0.0        +31 -0.67613 -1.0       -294,-308    NoChange        Loss  99.00000   1.10593               1               2    2
17435  1820.250039  24269   47  282  0.46262  0.0        +30 -0.69311 -1.0       -294,-309    NoChange        Loss  99.00000   1.08759               1               2    2
17436  1820.250039  24269   48  281  0.44804  0.0        +29 -0.70305 -1.0       -294,-309    NoChange        Loss  99.00000   1.07752               1               2    2
17437  1820.250039  24269   48  282  0.46274  0.0        +31 -0.72203 -1.0       -293,-309    NoChange        Loss  99.00000   1.05758               1               2    2
17438  1820.250039  24269   49  281  0.56682  0.0        +30 -0.69431 -1.0       -294,-309    NoChange        Loss  99.00000   1.08654               1               2    2
17439  1820.250039  24269   49  282  0.57867  0.0        +30 -0.71082 -1.0       -294,-309    NoChange        Loss  99.00000   1.06504               1               2    2
17440  1820.250039  24269   50  281  0.58020  0.0        +31 -0.72537 -1.0       -295,-309    NoChange        Loss  99.00000   1.08526               1               2    2
17441  1820.250039  24269   54  279  0.39834  0.0        +31 -0.70043 -1.0       -294,-309    NoChange        Loss  99.00000   1.10794               1               2    2
17442  1820.250039  24269   75  285 -0.27905 -0.0    +31,-56 -1.11175 -1.0       -293,-309    NoChange        Loss  99.00000   0.70860               2               2    3
17443  1820.250039  24269   77  284 -0.29081 -0.0    +30,-56 -0.94708 -1.0       -295,-309    NoChange        Loss  99.00000   1.01588               2               2    3
17444  1820.250039  24269   77  285 -0.32330 -0.0    +31,-56 -1.14413 -1.0       -294,-309    NoChange        Loss  99.00000   0.70930               2               2    3
